latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
46.59,34.589,343.9,1.6,1.2,2020-07-23,0910,T,90,6.0NRT,312.2,74.4,D
46.949,32.667,323,1.3,1.1,2020-07-23,0910,T,50,6.0NRT,307.3,8.5,D
46.946,32.683,327.1,1.3,1.1,2020-07-23,0910,T,70,6.0NRT,308.3,15.7,D
46.643,34.106,325.7,1.5,1.2,2020-07-23,0910,T,34,6.0NRT,310.2,17,D
46.872,32.63,356.5,1.3,1.1,2020-07-23,0910,T,98,6.0NRT,311.1,89.4,D
46.869,32.646,338.1,1.3,1.1,2020-07-23,0910,T,85,6.0NRT,309.8,37,D
46.862,32.626,369.9,1.3,1.1,2020-07-23,0910,T,100,6.0NRT,311.1,145.1,D
46.859,32.642,350,1.3,1.1,2020-07-23,0910,T,94,6.0NRT,309.3,68.5,D
47.102,31.263,333.2,1.1,1.1,2020-07-23,0910,T,81,6.0NRT,311.4,19.8,D
47.099,31.278,331.4,1.1,1.1,2020-07-23,0910,T,75,6.0NRT,310.9,17.2,D
46.43,34.733,326,1.6,1.3,2020-07-23,0910,T,70,6.0NRT,310.9,13.2,D
46.653,31.731,328.9,1.2,1.1,2020-07-23,0910,T,70,6.0NRT,307.5,15.4,D
46.313,33.458,325.3,1.4,1.2,2020-07-23,0910,T,70,6.0NRT,306.7,16.9,D
46.152,33.095,318.4,1.4,1.2,2020-07-23,0910,T,0,6.0NRT,301.4,15.5,D
45.665,28.221,330.9,1,1,2020-07-23,0910,T,81,6.0NRT,306.4,15.8,D
44.144,25.428,325.3,1,1,2020-07-23,0910,T,64,6.0NRT,301.1,12.2,D
44.142,25.44,324.3,1,1,2020-07-23,0910,T,61,6.0NRT,302.7,11.2,D
44.304,22.713,349.4,1.3,1.1,2020-07-23,0910,T,94,6.0NRT,302.7,69.4,D
44.302,22.729,332.7,1.3,1.1,2020-07-23,0910,T,83,6.0NRT,302.5,28.3,D
43.97,23.839,327.2,1.1,1.1,2020-07-23,0910,T,76,6.0NRT,301.5,17.4,D
43.967,23.368,318.8,1.2,1.1,2020-07-23,0910,T,36,6.0NRT,302.6,9.9,D
43.128,24.24,356.9,1.1,1,2020-07-23,0910,T,98,6.0NRT,299.9,79.6,D
43.126,24.253,336.8,1.1,1,2020-07-23,0910,T,88,6.0NRT,299.2,34.4,D
42.716,24.17,325.9,1.1,1,2020-07-23,0910,T,68,6.0NRT,302.5,17.6,D
42.67,20.704,324,1.5,1.2,2020-07-23,0915,T,44,6.0NRT,304,15.9,D
42.37,19.174,326.6,1.8,1.3,2020-07-23,0915,T,0,6.0NRT,305.1,25.3,D
40.739,30.541,313.4,1.4,1.2,2020-07-23,0915,T,53,6.0NRT,300.3,8,D
41.445,21.941,330.4,1.3,1.1,2020-07-23,0915,T,81,6.0NRT,305.7,23.5,D
40.273,29.07,325.1,1.2,1.1,2020-07-23,0915,T,23,6.0NRT,309.1,10.6,D
41.831,15.129,319.7,3.1,1.7,2020-07-23,0915,T,70,6.0NRT,299.9,35.9,D
38.623,29.478,321.9,1.3,1.1,2020-07-23,0915,T,55,6.0NRT,309.2,8.9,D
38.11,30.211,323.4,1.5,1.2,2020-07-23,0915,T,62,6.0NRT,311.5,12.3,D
37.866,22.931,335.2,1.1,1,2020-07-23,0915,T,69,6.0NRT,310.8,18.9,D
37.865,22.943,339.3,1.1,1,2020-07-23,0915,T,80,6.0NRT,313.5,23.8,D
37.859,22.917,347,1.1,1,2020-07-23,0915,T,92,6.0NRT,312.2,45.5,D
37.851,22.922,337.1,1.1,1,2020-07-23,0915,T,78,6.0NRT,311.5,26.2,D
37.82,22.94,347.9,1.1,1,2020-07-23,0915,T,93,6.0NRT,309.3,47.8,D
37.819,22.952,331.3,1.1,1,2020-07-23,0915,T,56,6.0NRT,307.6,17.3,D
37.811,22.939,344.9,1.1,1,2020-07-23,0915,T,91,6.0NRT,307.6,43.3,D
37.809,22.951,326.1,1.1,1,2020-07-23,0915,T,41,6.0NRT,305.7,11.9,D
37.802,22.937,322.6,1.1,1,2020-07-23,0915,T,50,6.0NRT,306.8,10.5,D
37.794,22.923,320.2,1.1,1,2020-07-23,0915,T,43,6.0NRT,304.6,8.4,D
37.169,13.858,325.5,3.4,1.7,2020-07-23,0915,T,79,6.0NRT,308.5,53.9,D
37.175,13.852,322.7,3.4,1.7,2020-07-23,0915,T,55,6.0NRT,308,33.6,D
35.346,24.36,320.1,1,1,2020-07-23,0915,T,44,6.0NRT,306,6.3,D
54.925,10.759,319.4,1.1,1.1,2020-07-23,1050,T,62,6.0NRT,289.1,18.1,D
52.153,10.401,322.7,1.2,1.1,2020-07-23,1050,T,71,6.0NRT,302,18.6,D
51.481,6.713,324.7,1,1,2020-07-23,1050,T,0,6.0NRT,303.8,12.5,D
51.437,6.643,320.2,1,1,2020-07-23,1050,T,70,6.0NRT,301.6,8,D
51.171,3.812,327.6,1,1,2020-07-23,1050,T,70,6.0NRT,302.8,18.1,D
51.008,4.056,315.4,1,1,2020-07-23,1050,T,63,6.0NRT,299.4,7.1,D
49.528,5.903,318.3,1,1,2020-07-23,1050,T,47,6.0NRT,301.5,10.4,D
48.102,7.373,321.1,1.2,1.1,2020-07-23,1050,T,46,6.0NRT,305.8,10.9,D
47.777,7.43,320.5,1.2,1.1,2020-07-23,1050,T,38,6.0NRT,308.7,15.1,D
47.621,6.128,320.3,1.1,1,2020-07-23,1050,T,35,6.0NRT,307.3,10.7,D
45.759,11.762,318.6,2.1,1.4,2020-07-23,1050,T,76,6.0NRT,299.6,23.3,D
45.593,8.824,319.1,1.5,1.2,2020-07-23,1050,T,51,6.0NRT,303.2,11.5,D
41.767,15.458,318.9,4.4,1.9,2020-07-23,1050,T,28,6.0NRT,298.6,51.4,D
41.765,15.453,320,4.4,1.9,2020-07-23,1050,T,62,6.0NRT,298.9,61.7,D
43.504,5.183,324,1.1,1.1,2020-07-23,1050,T,55,6.0NRT,306.1,10.1,D
43.502,5.197,328.6,1.1,1.1,2020-07-23,1050,T,65,6.0NRT,304.6,16.8,D
37.73,12.726,324.4,4.1,1.9,2020-07-23,1050,T,77,6.0NRT,307.4,58.1,D
37.719,12.77,323.5,4.1,1.9,2020-07-23,1050,T,76,6.0NRT,307.4,50.6,D
37.73,12.769,323.6,4.1,1.9,2020-07-23,1050,T,77,6.0NRT,307.4,51,D
40.297,-4.307,328.6,1.5,1.2,2020-07-23,1050,T,58,6.0NRT,311.6,15,D
40.295,-4.29,331.4,1.5,1.2,2020-07-23,1050,T,76,6.0NRT,311.3,19.4,D
40.292,-4.297,336.5,1.5,1.2,2020-07-23,1050,T,82,6.0NRT,311.6,32.1,D
58.697,12.462,302.7,1.1,1,2020-07-23,1045,T,41,6.0NRT,290.7,4.6,D
55.65,11.089,310.2,1.1,1.1,2020-07-23,1045,T,27,6.0NRT,294.7,6.3,D
39.304,33.251,337.3,1,1,2020-07-23,1055,A,80,6.0NRT,314.6,20.5,D
38.669,29.212,326.8,1.3,1.1,2020-07-23,1055,A,26,6.0NRT,314.5,6.5,D
39.733,34.349,355.3,1,1,2020-07-23,1055,A,97,6.0NRT,317.4,55.9,D
37.813,22.941,330.4,3.2,1.7,2020-07-23,1055,A,75,6.0NRT,303.9,105.4,D
37.836,22.967,326.2,3.2,1.7,2020-07-23,1055,A,30,6.0NRT,307,69.6,D
37.857,22.922,335.4,3.2,1.7,2020-07-23,1055,A,85,6.0NRT,307.3,133.6,D
37.854,22.915,336.2,3.2,1.7,2020-07-23,1055,A,86,6.0NRT,307.8,140.3,D
39.872,30.166,322.9,1.1,1.1,2020-07-23,1055,A,56,6.0NRT,309.9,7.6,D
40.752,30.646,322.7,1.1,1,2020-07-23,1055,A,59,6.0NRT,307.5,14.2,D
43.854,24.807,325,1.7,1.3,2020-07-23,1055,A,56,6.0NRT,303.2,21.6,D
43.85,24.804,326.1,1.7,1.3,2020-07-23,1055,A,62,6.0NRT,303.5,26.8,D
44.158,25.545,321.6,1.6,1.2,2020-07-23,1055,A,71,6.0NRT,301.1,14.3,D
43.924,23.489,347.9,2,1.4,2020-07-23,1055,A,94,6.0NRT,299.1,134,D
44,23.291,321,2.1,1.4,2020-07-23,1055,A,68,6.0NRT,301.5,24.5,D
44.076,23.438,325.1,2,1.4,2020-07-23,1055,A,77,6.0NRT,298.1,38,D
44.045,23.183,327.2,2.1,1.4,2020-07-23,1055,A,80,6.0NRT,298.8,45.8,D
46.242,34.367,347,1.1,1.1,2020-07-23,1055,A,0,6.0NRT,313,45.2,D
44.337,23.031,315.5,2.1,1.4,2020-07-23,1055,A,67,6.0NRT,294.1,13.5,D
44.291,22.713,319.6,2.2,1.4,2020-07-23,1055,A,31,6.0NRT,299.8,22.8,D
44.694,23.926,311.8,1.8,1.3,2020-07-23,1055,A,61,6.0NRT,295.3,14.4,D
46.319,33.451,324.3,1.1,1,2020-07-23,1055,A,37,6.0NRT,308.6,6.8,D
44.7,23.916,310.9,1.8,1.3,2020-07-23,1055,A,57,6.0NRT,296.3,12.8,D
46.647,34.107,331.2,1.1,1.1,2020-07-23,1055,A,55,6.0NRT,312.2,14.8,D
46.674,31.777,327.5,1,1,2020-07-23,1055,A,64,6.0NRT,309.9,10,D
47.078,34.585,370.1,1.2,1.1,2020-07-23,1055,A,100,6.0NRT,317.1,127.2,D
47.077,34.57,369.2,1.2,1.1,2020-07-23,1055,A,100,6.0NRT,318.9,122.7,D
46.983,33.091,328.3,1.1,1,2020-07-23,1055,A,69,6.0NRT,310.3,11.6,D
46.982,33.077,349.8,1.1,1,2020-07-23,1055,A,93,6.0NRT,313.5,51.1,D
46.942,32.689,327.9,1,1,2020-07-23,1055,A,58,6.0NRT,311.6,10.6,D
46.941,32.676,350.3,1,1,2020-07-23,1055,A,94,6.0NRT,314.6,50.8,D
47.021,33.031,337.7,1.1,1,2020-07-23,1055,A,83,6.0NRT,309.2,25.3,D
44.788,20.107,313.4,2.9,1.6,2020-07-23,1055,A,57,6.0NRT,295,23.9,D
44.789,20.1,316.9,2.9,1.6,2020-07-23,1055,A,75,6.0NRT,295,39.9,D
47.431,32.488,328,1,1,2020-07-23,1055,A,48,6.0NRT,305.4,15.1,D
47.777,33.916,420.7,1.2,1.1,2020-07-23,1055,A,100,6.0NRT,318.9,474.1,D
47.775,33.9,388.5,1.1,1.1,2020-07-23,1055,A,100,6.0NRT,315.4,214.5,D
47.786,33.913,337,1.2,1.1,2020-07-23,1055,A,84,6.0NRT,311.5,28.9,D
47.785,33.898,327.7,1.1,1.1,2020-07-23,1055,A,66,6.0NRT,311.7,12.8,D
47.924,34.5,323.8,1.2,1.1,2020-07-23,1055,A,57,6.0NRT,309.8,11.9,D
47.867,33.392,323.8,1.1,1.1,2020-07-23,1055,A,32,6.0NRT,309.8,9.6,D
47.993,34.119,322.6,1.2,1.1,2020-07-23,1055,A,63,6.0NRT,307.8,10.4,D
48.314,32.336,323.4,1.1,1,2020-07-23,1055,A,65,6.0NRT,307.3,11.7,D
48.312,32.322,326.4,1.1,1,2020-07-23,1055,A,76,6.0NRT,308.3,15.2,D
48.456,31.648,326.1,1,1,2020-07-23,1055,A,77,6.0NRT,305.2,16.5,D
49.239,31.499,314.8,1,1,2020-07-23,1055,A,33,6.0NRT,300,8.4,D
50.727,34.632,309.2,1.3,1.1,2020-07-23,1055,A,40,6.0NRT,294.2,9.8,D
51.551,31.894,305.8,1.1,1,2020-07-23,1055,A,45,6.0NRT,291.7,5.3,D
55.009,27.947,306.3,1,1,2020-07-23,1055,A,18,6.0NRT,292.4,5.7,D
40.288,-4.305,323,3.8,1.8,2020-07-23,1235,A,47,6.0NRT,304.4,58.8,D
44.15,4.735,319.8,1.1,1,2020-07-23,1235,A,43,6.0NRT,302.4,7.3,D
45.24,8.717,319.5,1.1,1,2020-07-23,1235,A,22,6.0NRT,307.7,9.8,D
42.092,-7.138,347.8,4.8,2,2020-07-23,1235,A,94,6.0NRT,297.4,510.4,D
42.107,-7.087,310.3,4.8,2,2020-07-23,1235,A,38,6.0NRT,294.7,45.5,D
42.09,-7.145,345.3,4.8,2,2020-07-23,1235,A,93,6.0NRT,297.4,461.1,D
48.27,14.322,317.4,2,1.4,2020-07-23,1235,A,40,6.0NRT,302.2,23.5,D
51.22,5.383,315.8,1,1,2020-07-23,1235,A,40,6.0NRT,300.6,6.3,D
51.162,3.805,319.1,1,1,2020-07-23,1235,A,0,6.0NRT,296.1,12.2,D
51.532,6.208,315.8,1,1,2020-07-23,1235,A,52,6.0NRT,299.8,6.6,D
52.15,10.409,318.3,1.5,1.2,2020-07-23,1235,A,58,6.0NRT,304.3,14.5,D
35.096,8.894,344.1,1,1,2020-07-23,1230,A,86,6.0NRT,313.2,32.8,D
35.296,8.813,345.1,1,1,2020-07-23,1230,A,87,6.0NRT,316,31.6,D
37.12,14.128,327.7,1.4,1.2,2020-07-23,1230,A,58,6.0NRT,311.6,13.8,D
36.757,7.048,335,1.1,1,2020-07-23,1230,A,73,6.0NRT,307.7,23.2,D
37.722,12.753,335,1.2,1.1,2020-07-23,1230,A,80,6.0NRT,314.5,18.7,D
37.774,12.751,340.5,1.2,1.1,2020-07-23,1230,A,86,6.0NRT,315.1,29.8,D
36.825,6.035,317.4,1.2,1.1,2020-07-23,1230,A,36,6.0NRT,299.1,11.3,D
36.338,3.062,332,1.8,1.3,2020-07-23,1230,A,70,6.0NRT,307.2,36.6,D
41.509,15.491,329.1,1.9,1.4,2020-07-23,1230,A,77,6.0NRT,307.8,21.2,D
41.832,15.382,325.3,1.9,1.4,2020-07-23,1230,A,72,6.0NRT,305.2,17.9,D
41.787,12.441,358.4,1.3,1.1,2020-07-23,1230,A,99,6.0NRT,310.2,99.3,D
41.785,12.426,339.4,1.3,1.1,2020-07-23,1230,A,88,6.0NRT,310.3,40.1,D
42.089,-7.136,321.9,2.6,1.6,2020-07-23,1410,A,60,6.0NRT,305,43.8,D
42.095,-7.145,321.5,2.6,1.6,2020-07-23,1410,A,60,6.0NRT,305.6,43.1,D
46.601,33.871,309.1,3.8,1.8,2020-07-23,1840,T,76,6.0NRT,286.9,73.5,N
46.592,33.87,301.8,3.8,1.8,2020-07-23,1840,T,24,6.0NRT,286.8,38.4,N
46.607,33.861,300.7,3.8,1.8,2020-07-23,1840,T,13,6.0NRT,286.3,34.5,N
46.944,34.763,311.4,3.3,1.7,2020-07-23,1840,T,82,6.0NRT,286.8,71.4,N
46.933,34.722,302,3.3,1.7,2020-07-23,1840,T,46,6.0NRT,286.8,37.1,N
46.94,34.76,313.8,3.3,1.7,2020-07-23,1840,T,88,6.0NRT,287.1,80.7,N
37.787,22.92,302.5,1.2,1.1,2020-07-23,2020,T,6,6.0NRT,291.9,5.4,N
37.796,22.917,304.4,1.2,1.1,2020-07-23,2020,T,39,6.0NRT,292.9,6.8,N
37.812,22.953,319.4,1.2,1.1,2020-07-23,2020,T,99,6.0NRT,295.6,20.8,N
37.874,22.944,308,1.2,1.1,2020-07-23,2020,T,73,6.0NRT,296,9.1,N
37.871,22.931,331.9,1.2,1.1,2020-07-23,2020,T,100,6.0NRT,296.8,39,N
37.869,22.918,328.1,1.2,1.1,2020-07-23,2020,T,100,6.0NRT,295.5,32.7,N
38.126,20.738,307.6,1.5,1.2,2020-07-23,2020,T,72,6.0NRT,297.2,10,N
42.716,24.163,301.7,1,1,2020-07-23,2020,T,44,6.0NRT,288.6,5.6,N
44.401,22.811,359.5,1,1,2020-07-23,2020,T,100,6.0NRT,284.2,88.7,N
44.4,22.799,344.1,1,1,2020-07-23,2020,T,100,6.0NRT,282.5,52.9,N
44.41,22.808,300.5,1,1,2020-07-23,2020,T,28,6.0NRT,280.8,6,N
44.408,22.796,304.5,1,1,2020-07-23,2020,T,53,6.0NRT,283.3,8.1,N
46.329,34.98,302,3,1.6,2020-07-23,2020,T,46,6.0NRT,286,34.1,N
46.603,33.871,310.4,2.6,1.6,2020-07-23,2020,T,80,6.0NRT,285.9,48.6,N
46.608,33.864,308.6,2.6,1.6,2020-07-23,2020,T,75,6.0NRT,285.5,44,N
48.609,21.176,304.6,1,1,2020-07-23,2020,T,51,6.0NRT,289,7.7,N
48.273,14.336,302.3,1.8,1.3,2020-07-23,2020,T,48,6.0NRT,282.2,15.3,N
49.682,18.666,305.2,1.1,1.1,2020-07-23,2020,T,63,6.0NRT,287,10,N
52.16,10.408,300.3,2.1,1.4,2020-07-23,2020,T,25,6.0NRT,286.9,17,N
52.16,10.402,302.2,2.1,1.4,2020-07-23,2020,T,47,6.0NRT,287,20.3,N
41.714,-8.493,303.1,2.2,1.4,2020-07-23,2200,T,53,6.0NRT,290.3,16.7,N
42.099,-7.08,332.3,1.8,1.3,2020-07-23,2200,T,100,6.0NRT,269.6,81.5,N
42.109,-7.071,336.4,1.8,1.3,2020-07-23,2200,T,100,6.0NRT,278.8,93.2,N
42.104,-7.09,370.2,1.8,1.3,2020-07-23,2200,T,100,6.0NRT,278.4,282.3,N
48.609,21.198,300.5,1.2,1.1,2020-07-24,0030,A,20,6.0NRT,286.7,7.1,N
48.608,21.192,302.3,1.2,1.1,2020-07-24,0030,A,33,6.0NRT,286.8,8.3,N
37.871,22.93,311.4,1,1,2020-07-24,0030,A,83,6.0NRT,294.8,11,N
37.821,22.954,320.7,1,1,2020-07-24,0030,A,100,6.0NRT,295.1,18.2,N
37.819,22.965,336.1,1,1,2020-07-24,0030,A,100,6.0NRT,297.9,37.9,N
37.812,22.951,332.9,1,1,2020-07-24,0030,A,100,6.0NRT,295.4,32.9,N
37.81,22.963,378.6,1,1,2020-07-24,0030,A,100,6.0NRT,306.9,153.1,N
37.801,22.96,310.3,1,1,2020-07-24,0030,A,80,6.0NRT,292.3,9.8,N
37.789,22.922,309.6,1,1,2020-07-24,0030,A,78,6.0NRT,291.8,9.4,N
38.306,16.286,306.3,1.6,1.2,2020-07-24,0030,A,44,6.0NRT,295.9,9.8,N
42.149,-7.022,324.6,1.5,1.2,2020-07-24,0210,A,100,6.0NRT,283.6,43.4,N
42.14,-7.042,304.6,1.5,1.2,2020-07-24,0210,A,61,6.0NRT,283.7,14.8,N
42.139,-7.023,352.5,1.5,1.2,2020-07-24,0210,A,100,6.0NRT,285.1,122.7,N
42.112,-7.083,327.4,1.5,1.2,2020-07-24,0210,A,100,6.0NRT,287.5,48.7,N
42.101,-7.084,319.6,1.5,1.2,2020-07-24,0210,A,99,6.0NRT,287.8,33.7,N
42.099,-7.067,314.4,1.5,1.2,2020-07-24,0210,A,89,6.0NRT,286.7,25.5,N
42.108,-7.089,323.8,1.5,1.2,2020-07-24,0210,A,100,6.0NRT,287,41.1,N
42.106,-7.072,327.5,1.5,1.2,2020-07-24,0210,A,100,6.0NRT,289.3,48.4,N
42.095,-7.072,303.2,1.5,1.2,2020-07-24,0210,A,54,6.0NRT,286.1,12.9,N
35.813,-0.26,305.3,1.2,1.1,2020-07-24,0210,A,64,6.0NRT,295.2,8.1,N
35.811,-0.247,310.2,1.2,1.1,2020-07-24,0210,A,79,6.0NRT,295.2,12.1,N
48.214,33.594,319.7,2,1.4,2020-07-24,0815,T,62,6.0NRT,300.5,24.1,D
48.213,33.588,321,2,1.4,2020-07-24,0815,T,31,6.0NRT,300.5,23.7,D
46.772,34.743,324.4,1.7,1.3,2020-07-24,0815,T,62,6.0NRT,305.2,12,D
46.763,34.719,325,1.7,1.3,2020-07-24,0815,T,63,6.0NRT,306.6,14.1,D
46.761,34.741,343.7,1.7,1.3,2020-07-24,0815,T,90,6.0NRT,305.9,71.8,D
46.764,34.735,344.7,1.7,1.3,2020-07-24,0815,T,91,6.0NRT,307,74.8,D
46.762,34.622,327.2,1.7,1.3,2020-07-24,0815,T,72,6.0NRT,307.9,16.9,D
46.72,34.27,328.2,1.8,1.3,2020-07-24,0815,T,69,6.0NRT,308.9,20.1,D
46.713,34.263,329.2,1.8,1.3,2020-07-24,0815,T,37,6.0NRT,309.3,22.6,D
45.78,34.951,311.3,1.6,1.2,2020-07-24,0815,T,25,6.0NRT,300.5,14.7,D
46.064,30.042,322.1,3,1.6,2020-07-24,0815,T,72,6.0NRT,298.3,37.7,D
46.062,30.075,322.1,3,1.6,2020-07-24,0815,T,73,6.0NRT,297.6,39.7,D
36.873,6.947,322.4,1.9,1.3,2020-07-24,1000,T,50,6.0NRT,298,25.4,D
36.569,8.459,334,1.5,1.2,2020-07-24,1000,T,79,6.0NRT,304.8,37.9,D
36.568,8.475,329.8,1.5,1.2,2020-07-24,1000,T,72,6.0NRT,305.3,27.5,D
52.318,16.559,348.9,1.1,1,2020-07-24,0955,T,95,6.0NRT,301.3,59.3,D
47.285,33.476,330.5,4.6,2,2020-07-24,0955,T,84,6.0NRT,299.2,181.4,D
47.286,33.469,328.9,4.6,2,2020-07-24,0955,T,83,6.0NRT,299.2,164.9,D
47.269,33.525,319.1,4.7,2,2020-07-24,0955,T,73,6.0NRT,297,65.7,D
50.413,18.142,316.7,1,1,2020-07-24,0955,T,67,6.0NRT,297.9,9.2,D
48.677,25.636,313.3,1.7,1.3,2020-07-24,0955,T,59,6.0NRT,295,19.1,D
48.275,14.335,313.8,1.1,1.1,2020-07-24,0955,T,47,6.0NRT,286.3,12.2,D
46.256,24.008,308.4,1.7,1.3,2020-07-24,0955,T,53,6.0NRT,296.1,8.8,D
45.277,19.869,316.7,1.1,1.1,2020-07-24,0955,T,26,6.0NRT,300.7,7.7,D
44.663,20.942,313.2,1.3,1.1,2020-07-24,0955,T,27,6.0NRT,297.5,7.2,D
43.326,17.353,323.8,1,1,2020-07-24,0955,T,75,6.0NRT,305.3,12.3,D
41.447,21.943,320.4,1.7,1.3,2020-07-24,0955,T,71,6.0NRT,300.3,18.4,D
41.863,15.228,331.4,1,1,2020-07-24,0955,T,80,6.0NRT,309.1,12.6,D
41.276,15.566,333.6,1,1,2020-07-24,0955,T,80,6.0NRT,315.4,9.8,D
41.019,15.915,333.4,1,1,2020-07-24,0955,T,79,6.0NRT,311.3,15.1,D
41.063,15.571,327,1,1,2020-07-24,0955,T,52,6.0NRT,310.5,8,D
41.012,15.901,330.6,1,1,2020-07-24,0955,T,75,6.0NRT,311.3,11.4,D
40.383,17.713,329.3,1.1,1.1,2020-07-24,0955,T,71,6.0NRT,308.8,11.7,D
40.111,18.503,325.1,1.2,1.1,2020-07-24,0955,T,0,6.0NRT,305.2,10.6,D
37.711,21.584,382.1,2,1.4,2020-07-24,0955,T,100,6.0NRT,310.5,416.1,D
37.706,21.606,328.1,2,1.4,2020-07-24,0955,T,77,6.0NRT,303.9,40.2,D
37.699,21.581,383.2,2,1.4,2020-07-24,0955,T,100,6.0NRT,306.3,431.2,D
37.694,21.602,323.8,2,1.4,2020-07-24,0955,T,71,6.0NRT,302.1,28.6,D
37.697,21.574,328.8,2,1.4,2020-07-24,0955,T,82,6.0NRT,304,42,D
38.022,12.771,331.3,1,1,2020-07-24,0955,T,74,6.0NRT,313.3,13.6,D
37.95,12.617,341.9,1,1,2020-07-24,0955,T,86,6.0NRT,317.5,26.7,D
37.847,13.041,338.2,1,1,2020-07-24,0955,T,81,6.0NRT,318.1,18,D
37.705,12.738,332.7,1,1,2020-07-24,0955,T,53,6.0NRT,318.5,12.7,D
37.403,14.691,332.9,1,1,2020-07-24,0955,T,71,6.0NRT,316,12.7,D
37.381,14.593,333.9,1,1,2020-07-24,0955,T,47,6.0NRT,319.2,10,D
37.341,13.684,333.9,1,1,2020-07-24,0955,T,75,6.0NRT,317.6,13.5,D
37.339,13.695,331.8,1,1,2020-07-24,0955,T,70,6.0NRT,316.9,11.2,D
37.031,14.399,336.7,1,1,2020-07-24,0955,T,79,6.0NRT,315.4,19.6,D
47.283,33.472,323.1,2.6,1.5,2020-07-24,1000,A,70,6.0NRT,301.2,37.6,D
37.572,23.379,365.9,1,1,2020-07-24,1135,A,0,6.0NRT,311.1,89.8,D
37.581,23.377,334.3,1,1,2020-07-24,1135,A,0,6.0NRT,313.6,21.3,D
37.695,21.595,337.7,1,1,2020-07-24,1135,A,75,6.0NRT,306.5,26.5,D
37.693,21.583,363.1,1,1,2020-07-24,1135,A,100,6.0NRT,313.7,83.6,D
37.706,21.61,338.1,1,1,2020-07-24,1135,A,85,6.0NRT,302.8,27.5,D
37.704,21.598,453.2,1,1,2020-07-24,1135,A,100,6.0NRT,326.8,777.1,D
37.703,21.586,456.3,1,1,2020-07-24,1135,A,100,6.0NRT,400.1,823,D
37.701,21.575,376,1,1,2020-07-24,1135,A,100,6.0NRT,321.2,127.9,D
37.713,21.596,388.7,1,1,2020-07-24,1135,A,100,6.0NRT,310.9,186.4,D
37.712,21.584,379.7,1,1,2020-07-24,1135,A,100,6.0NRT,315,143.8,D
37.71,21.572,328.9,1,1,2020-07-24,1135,A,24,6.0NRT,311.6,11.9,D
38.445,23.558,324.9,1,1,2020-07-24,1135,A,50,6.0NRT,309.8,8,D
38.903,21.81,324.8,1,1,2020-07-24,1135,A,58,6.0NRT,309.3,12.5,D
37.503,13.469,323.8,2.7,1.6,2020-07-24,1135,A,63,6.0NRT,308.4,33.5,D
37.506,13.463,324,2.7,1.6,2020-07-24,1135,A,66,6.0NRT,308.5,30.7,D
39.207,17.083,327.9,1.5,1.2,2020-07-24,1135,A,81,6.0NRT,307,19.7,D
40.093,20.649,317.4,1,1,2020-07-24,1135,A,26,6.0NRT,302.6,5.3,D
41.971,26.533,330.7,1.4,1.2,2020-07-24,1135,A,82,6.0NRT,304.2,28.9,D
41.444,21.939,332.2,1,1,2020-07-24,1135,A,82,6.0NRT,307,16.5,D
40.753,14.767,318.6,1.9,1.3,2020-07-24,1135,A,36,6.0NRT,299.7,23.6,D
42.034,21.044,322,1,1,2020-07-24,1135,A,20,6.0NRT,302.4,8.9,D
42.324,19.462,324.9,1.1,1,2020-07-24,1135,A,42,6.0NRT,306.2,9.7,D
42.763,20.534,335.6,1,1,2020-07-24,1135,A,87,6.0NRT,305.2,23.7,D
43.61,21.007,313.9,1,1,2020-07-24,1135,A,63,6.0NRT,299.3,7.2,D
44.157,22.997,334.8,1.1,1,2020-07-24,1135,A,86,6.0NRT,302.7,24.2,D
44.416,22.733,326,1,1,2020-07-24,1135,A,49,6.0NRT,291.5,14.9,D
42.104,-7.088,320.4,1.1,1,2020-07-24,1135,T,67,6.0NRT,306.9,13.2,D
42.102,-7.076,342.8,1.1,1,2020-07-24,1135,T,91,6.0NRT,308.2,47.3,D
42.095,-7.091,350.8,1.1,1,2020-07-24,1135,T,95,6.0NRT,306.1,63.6,D
42.093,-7.079,327,1.1,1,2020-07-24,1135,T,77,6.0NRT,300,21,D
41.983,-7.541,331.3,1,1,2020-07-24,1135,T,81,6.0NRT,302.5,24,D
41.981,-7.529,320.6,1,1,2020-07-24,1135,T,66,6.0NRT,303,11.1,D
41.291,-8.612,321.7,1,1,2020-07-24,1135,T,60,6.0NRT,303.5,10.7,D
39.907,-4.198,347.4,1.6,1.2,2020-07-24,1135,T,91,6.0NRT,312.3,69.1,D
39.903,-4.18,328.1,1.6,1.2,2020-07-24,1135,T,56,6.0NRT,310.8,13,D
38.875,-9.108,327.2,1,1,2020-07-24,1135,T,69,6.0NRT,307,15.1,D
38.873,-9.097,320.8,1,1,2020-07-24,1135,T,20,6.0NRT,306.6,7.4,D
60.176,12.031,301.8,2.1,1.4,2020-07-24,1130,T,26,6.0NRT,284.5,17,D
53.569,-0.609,321.5,1.2,1.1,2020-07-24,1130,T,55,6.0NRT,295.9,15.2,D
44.768,20.136,323,1,1,2020-07-24,1140,A,72,6.0NRT,299.6,13.8,D
45.874,19.298,316.1,1,1,2020-07-24,1140,A,31,6.0NRT,300,8.1,D
48.231,16.985,319.5,1.1,1,2020-07-24,1140,A,43,6.0NRT,300.7,9.2,D
